policyNumber,validity,refundPercent,orderNumber,productId
AS156892,13,53,8137378,2017389
AS156893,12,53,8137398,2017393
AS156894,12,61,8137418,2017397
AS156895,11,46,8137438,2017401
AS156896,10,48,8137458,2017405
AS156897,9,62,8137478,2017409
AS156898,10,41,8137498,2017413
AS156899,10,43,8137518,2017417
AS156900,6,55,8137538,2017421
AS156901,5,64,8137558,2017425
AS156902,8,44,8137578,2017429
AS156903,11,49,8137598,2017433
AS156904,11,44,8137618,2017437
AS156905,8,56,8137638,2017441
AS156906,11,46,8137658,2017445
AS156907,7,51,8137678,2017449
AS156908,8,65,8137698,2017453
AS156909,8,40,8137718,2017457
AS156910,7,50,8137738,2017461
AS156911,6,40,8137758,2017465
AS156912,5,51,8137778,2017469
AS156913,10,50,8137798,2017473
AS156914,6,56,8137818,2017477
AS156915,6,45,8137838,2017481
AS156916,9,69,8137858,2017485
AS156917,8,65,8137878,2017489
AS156918,12,54,8137898,2017493
AS156919,9,57,8137918,2017497
AS156920,7,60,8137938,2017501
AS156921,11,43,8137958,2017505
AS156922,10,68,8137978,2017509
AS156923,8,63,8137998,2017513
AS156924,5,55,8138018,2017517
AS156925,13,64,8138038,2017521
AS156926,8,49,8138058,2017525
AS156927,11,68,8138078,2017529
AS156928,14,55,8138098,2017533
AS156929,14,67,8138118,2017537
AS156930,5,44,8138138,2017541
AS156931,9,50,8138158,2017545
AS156932,7,66,8138178,2017549
AS156933,9,62,8138198,2017553
AS156934,14,68,8138218,2017557
AS156935,14,58,8138238,2017561
AS156936,5,52,8138258,2017565
AS156937,12,54,8138278,2017569
AS156938,13,44,8138298,2017573
AS156939,10,49,8138318,2017577
AS156940,14,60,8138338,2017581
AS156941,13,57,8138358,2017585
AS156942,8,64,8138378,2017589
AS156943,7,61,8138398,2017593
AS156944,10,70,8138418,2017597
AS156945,5,56,8138438,2017601
AS156946,13,50,8138458,2017605
AS156947,11,70,8138478,2017609
AS156948,6,43,8138498,2017613
AS156949,11,58,8138518,2017617
AS156950,11,40,8138538,2017621
AS156951,12,58,8138558,2017625
AS156952,7,43,8138578,2017629
AS156953,12,67,8138598,2017633
AS156954,14,57,8138618,2017637
AS156955,8,54,8138638,2017641
AS156956,11,66,8138658,2017645
AS156957,7,62,8138678,2017649
AS156958,5,51,8138698,2017653
AS156959,5,45,8138718,2017657
AS156960,13,64,8138738,2017661
AS156961,7,40,8138758,2017665
AS156962,6,70,8138778,2017669
AS156963,7,65,8138798,2017673
AS156964,12,69,8138818,2017677
AS156965,10,56,8138838,2017681
AS156966,9,66,8138858,2017685
AS156967,13,58,8138878,2017689
AS156968,10,67,8138898,2017693
AS156969,11,45,8138918,2017697
AS156970,8,40,8138938,2017701
AS156971,6,62,8138958,2017705
AS156972,10,50,8138978,2017709
AS156973,7,59,8138998,2017713
AS156974,13,44,8139018,2017717
AS156975,13,43,8139038,2017721
AS156976,8,62,8139058,2017725
AS156977,7,48,8139078,2017729
AS156978,11,58,8139098,2017733
AS156979,6,61,8139118,2017737
AS156980,14,51,8139138,2017741
AS156981,7,49,8139158,2017745
AS156982,12,56,8139178,2017749
AS156983,10,42,8139198,2017753
AS156984,12,48,8139218,2017757
AS156985,13,44,8139238,2017761
AS156986,8,53,8139258,2017765
AS156987,14,47,8139278,2017769
AS156988,8,64,8139298,2017773
AS156989,9,56,8139318,2017777
AS156990,13,56,8139338,2017781
AS156991,5,67,8139358,2017785
AS156992,7,62,8139378,2017789
AS156993,12,55,8139398,2017793
AS156994,8,56,8139418,2017797
AS156995,8,61,8139438,2017801
AS156996,13,51,8139458,2017805
AS156997,7,67,8139478,2017809
AS156998,8,54,8139498,2017813
AS156999,11,45,8139518,2017817
AS157000,13,59,8139538,2017821
AS157001,8,41,8139558,2017825
AS157002,14,53,8139578,2017829
AS157003,5,55,8139598,2017833
AS157004,6,70,8139618,2017837
AS157005,6,59,8139638,2017841
AS157006,11,57,8139658,2017845
AS157007,9,40,8139678,2017849
AS157008,5,63,8139698,2017853
AS157009,5,48,8139718,2017857
AS157010,6,70,8139738,2017861
AS157011,7,69,8139758,2017865
AS157012,13,68,8139778,2017869
AS157013,9,45,8139798,2017873
AS157014,14,43,8139818,2017877
AS157015,8,40,8139838,2017881
AS157016,8,42,8139858,2017885
AS157017,13,63,8139878,2017889
AS157018,5,53,8139898,2017893
AS157019,8,51,8139918,2017897
AS157020,12,41,8139938,2017901
AS157021,7,42,8139958,2017905
AS157022,8,42,8139978,2017909
AS157023,14,54,8139998,2017913
AS157024,7,57,8140018,2017917
AS157025,6,48,8140038,2017921
AS157026,5,70,8140058,2017925
AS157027,10,69,8140078,2017929
AS157028,6,70,8140098,2017933
AS157029,7,56,8140118,2017937
AS157030,8,70,8140138,2017941
AS157031,5,49,8140158,2017945
AS157032,6,47,8140178,2017949
AS157033,11,64,8140198,2017953
AS157034,13,50,8140218,2017957
AS157035,13,59,8140238,2017961
AS157036,9,44,8140258,2017965
AS157037,6,67,8140278,2017969
AS157038,5,62,8140298,2017973
AS157039,14,65,8140318,2017977
AS157040,13,61,8140338,2017981
AS157041,6,57,8140358,2017985
AS157042,12,44,8140378,2017989
AS157043,8,55,8140398,2017993
AS157044,10,64,8140418,2017997
AS157045,12,63,8140438,2018001
AS157046,12,65,8140458,2018005
AS157047,9,53,8140478,2018009
AS157048,9,61,8140498,2018013
AS157049,8,55,8140518,2018017
AS157050,6,58,8140538,2018021
AS157051,8,47,8140558,2018025
AS157052,8,64,8140578,2018029
AS157053,12,53,8140598,2018033
AS157054,8,54,8140618,2018037
AS157055,10,67,8140638,2018041
AS157056,5,58,8140658,2018045
AS157057,10,67,8140678,2018049
AS157058,7,61,8140698,2018053
AS157059,6,53,8140718,2018057
AS157060,9,53,8140738,2018061
AS157061,11,66,8140758,2018065
AS157062,8,53,8140778,2018069
AS157063,5,56,8140798,2018073
AS157064,11,57,8140818,2018077
AS157065,13,63,8140838,2018081
AS157066,12,62,8140858,2018085
AS157067,5,51,8140878,2018089
AS157068,10,43,8140898,2018093
AS157069,11,53,8140918,2018097
AS157070,11,58,8140938,2018101
AS157071,5,65,8140958,2018105
AS157072,10,56,8140978,2018109
AS157073,11,68,8140998,2018113
AS157074,9,45,8141018,2018117
AS157075,12,46,8141038,2018121
AS157076,10,67,8141058,2018125
AS157077,12,44,8141078,2018129
AS157078,6,49,8141098,2018133
AS157079,5,49,8141118,2018137
AS157080,6,47,8141138,2018141
AS157081,11,59,8141158,2018145
AS157082,6,44,8141178,2018149
AS157083,14,68,8141198,2018153
AS157084,13,70,8141218,2018157
AS157085,14,51,8141238,2018161
AS157086,13,49,8141258,2018165
AS157087,9,70,8141278,2018169
AS157088,14,42,8141298,2018173
AS157089,6,60,8141318,2018177
AS157090,11,46,8141338,2018181
AS157091,11,41,8141358,2018185
AS157092,7,67,8141378,2018189
AS157093,9,65,8141398,2018193
AS157094,5,66,8141418,2018197
AS157095,9,50,8141438,2018201
AS157096,10,40,8141458,2018205
AS157097,12,49,8141478,2018209
AS157098,13,40,8141498,2018213
AS157099,12,52,8141518,2018217
AS157100,10,42,8141538,2018221
AS157101,14,54,8141558,2018225
AS157102,5,43,8141578,2018229
AS157103,6,65,8141598,2018233
AS157104,10,68,8141618,2018237
AS157105,11,54,8141638,2018241
AS157106,6,40,8141658,2018245
AS157107,5,51,8141678,2018249
AS157108,8,61,8141698,2018253
AS157109,5,67,8141718,2018257
AS157110,10,47,8141738,2018261
AS157111,9,49,8141758,2018265
AS157112,5,45,8141778,2018269
AS157113,6,44,8141798,2018273
AS157114,14,57,8141818,2018277
AS157115,10,65,8141838,2018281
AS157116,12,67,8141858,2018285
AS157117,13,61,8141878,2018289
AS157118,7,44,8141898,2018293
AS157119,11,62,8141918,2018297
AS157120,7,45,8141938,2018301
AS157121,8,56,8141958,2018305
AS157122,9,52,8141978,2018309
AS157123,7,61,8141998,2018313
AS157124,5,58,8142018,2018317
AS157125,11,54,8142038,2018321
AS157126,12,48,8142058,2018325
AS157127,12,53,8142078,2018329
AS157128,9,54,8142098,2018333
AS157129,12,45,8142118,2018337
AS157130,6,58,8142138,2018341
AS157131,13,66,8142158,2018345
AS157132,7,65,8142178,2018349
AS157133,14,62,8142198,2018353
AS157134,10,51,8142218,2018357
AS157135,9,48,8142238,2018361
AS157136,5,57,8142258,2018365
AS157137,7,64,8142278,2018369
AS157138,11,62,8142298,2018373
AS157139,6,46,8142318,2018377
AS157140,8,63,8142338,2018381
AS157141,6,48,8142358,2018385
AS157142,7,68,8142378,2018389
AS157143,13,43,8142398,2018393
AS157144,10,42,8142418,2018397
AS157145,5,46,8142438,2018401
AS157146,8,56,8142458,2018405
AS157147,9,67,8142478,2018409
AS157148,11,68,8142498,2018413
AS157149,10,50,8142518,2018417
AS157150,14,67,8142538,2018421
AS157151,10,49,8142558,2018425
AS157152,6,56,8142578,2018429
AS157153,11,47,8142598,2018433
AS157154,13,62,8142618,2018437
AS157155,5,50,8142638,2018441
AS157156,5,69,8142658,2018445
AS157157,14,46,8142678,2018449
AS157158,5,58,8142698,2018453
AS157159,9,54,8142718,2018457
AS157160,13,46,8142738,2018461
AS157161,13,40,8142758,2018465
AS157162,8,57,8142778,2018469
AS157163,9,70,8142798,2018473
AS157164,8,45,8142818,2018477
AS157165,14,58,8142838,2018481
AS157166,9,46,8142858,2018485
AS157167,12,58,8142878,2018489
AS157168,13,70,8142898,2018493
AS157169,10,57,8142918,2018497
AS157170,11,42,8142938,2018501
AS157171,13,51,8142958,2018505
AS157172,12,59,8142978,2018509
AS157173,6,43,8142998,2018513
AS157174,10,41,8143018,2018517
AS157175,9,63,8143038,2018521
AS157176,7,57,8143058,2018525
AS157177,9,70,8143078,2018529
AS157178,12,57,8143098,2018533
AS157179,12,65,8143118,2018537
AS157180,13,42,8143138,2018541
AS157181,11,65,8143158,2018545
AS157182,6,66,8143178,2018549
AS157183,8,57,8143198,2018553
AS157184,9,61,8143218,2018557
AS157185,13,44,8143238,2018561
AS157186,7,61,8143258,2018565
AS157187,9,50,8143278,2018569
AS157188,13,69,8143298,2018573
AS157189,11,46,8143318,2018577
AS157190,5,52,8143338,2018581
AS157191,8,56,8143358,2018585
AS157192,13,62,8143378,2018589
AS157193,6,44,8143398,2018593
AS157194,7,67,8143418,2018597
AS157195,10,69,8143438,2018601
AS157196,11,41,8143458,2018605
AS157197,6,69,8143478,2018609
AS157198,12,56,8143498,2018613
AS157199,9,55,8143518,2018617
AS157200,8,40,8143538,2018621
AS157201,7,55,8143558,2018625
AS157202,8,51,8143578,2018629
AS157203,12,54,8143598,2018633
AS157204,8,42,8143618,2018637
AS157205,7,59,8143638,2018641
AS157206,5,67,8143658,2018645
AS157207,9,46,8143678,2018649
AS157208,13,42,8143698,2018653
AS157209,6,66,8143718,2018657
AS157210,9,40,8143738,2018661
AS157211,6,62,8143758,2018665
AS157212,8,61,8143778,2018669
AS157213,14,46,8143798,2018673
AS157214,12,45,8143818,2018677
AS157215,7,50,8143838,2018681
AS157216,13,48,8143858,2018685
AS157217,6,70,8143878,2018689
AS157218,10,68,8143898,2018693
AS157219,12,69,8143918,2018697
AS157220,14,58,8143938,2018701
AS157221,6,48,8143958,2018705
AS157222,11,45,8143978,2018709
AS157223,8,46,8143998,2018713
AS157224,8,44,8144018,2018717
AS157225,6,51,8144038,2018721
AS157226,13,48,8144058,2018725
AS157227,11,40,8144078,2018729
AS157228,12,60,8144098,2018733
AS157229,6,57,8144118,2018737
AS157230,7,43,8144138,2018741
AS157231,8,55,8144158,2018745
AS157232,8,46,8144178,2018749
AS157233,9,62,8144198,2018753
AS157234,10,60,8144218,2018757
AS157235,12,48,8144238,2018761
AS157236,11,53,8144258,2018765
AS157237,8,48,8144278,2018769
AS157238,7,46,8144298,2018773
AS157239,10,68,8144318,2018777
AS157240,6,51,8144338,2018781
AS157241,13,47,8144358,2018785
AS157242,6,44,8144378,2018789
AS157243,12,59,8144398,2018793
AS157244,11,44,8144418,2018797
AS157245,6,68,8144438,2018801
AS157246,7,65,8144458,2018805
AS157247,13,48,8144478,2018809
AS157248,7,59,8144498,2018813
AS157249,5,60,8144518,2018817
AS157250,6,49,8144538,2018821
AS157251,8,60,8144558,2018825
AS157252,11,64,8144578,2018829
AS157253,8,40,8144598,2018833
AS157254,11,47,8144618,2018837
AS157255,6,60,8144638,2018841
AS157256,8,56,8144658,2018845
AS157257,7,50,8144678,2018849
AS157258,14,50,8144698,2018853
AS157259,12,40,8144718,2018857
AS157260,10,45,8144738,2018861
AS157261,7,49,8144758,2018865
AS157262,5,69,8144778,2018869
AS157263,7,61,8144798,2018873
AS157264,10,55,8144818,2018877
AS157265,12,45,8144838,2018881
AS157266,6,59,8144858,2018885
AS157267,13,67,8144878,2018889
AS157268,7,43,8144898,2018893
AS157269,14,70,8144918,2018897
AS157270,11,43,8144938,2018901
AS157271,8,59,8144958,2018905
AS157272,5,58,8144978,2018909
AS157273,10,51,8144998,2018913
AS157274,10,50,8145018,2018917
AS157275,6,45,8145038,2018921
AS157276,7,58,8145058,2018925
AS157277,5,63,8145078,2018929
AS157278,9,41,8145098,2018933
AS157279,10,49,8145118,2018937
AS157280,5,68,8145138,2018941
AS157281,14,64,8145158,2018945
AS157282,12,40,8145178,2018949
AS157283,6,40,8145198,2018953
AS157284,8,65,8145218,2018957
AS157285,13,46,8145238,2018961
AS157286,5,45,8145258,2018965
AS157287,9,52,8145278,2018969
AS157288,10,57,8145298,2018973
AS157289,11,47,8145318,2018977
AS157290,7,69,8145338,2018981
AS157291,12,70,8145358,2018985
AS157292,10,47,8145378,2018989
AS157293,7,54,8145398,2018993
AS157294,14,61,8145418,2018997
AS157295,7,67,8145438,2019001
AS157296,10,54,8145458,2019005
AS157297,7,41,8145478,2019009
AS157298,11,46,8145498,2019013
AS157299,6,51,8145518,2019017
AS157300,11,56,8145538,2019021
AS157301,14,63,8145558,2019025
AS157302,9,67,8145578,2019029
AS157303,7,45,8145598,2019033
AS157304,9,44,8145618,2019037
AS157305,7,70,8145638,2019041
AS157306,10,55,8145658,2019045
AS157307,6,66,8145678,2019049
AS157308,5,60,8145698,2019053
AS157309,12,49,8145718,2019057
AS157310,14,54,8145738,2019061
AS157311,5,49,8145758,2019065
AS157312,9,41,8145778,2019069
AS157313,13,59,8145798,2019073
AS157314,5,63,8145818,2019077
AS157315,13,58,8145838,2019081
AS157316,8,52,8145858,2019085
AS157317,8,48,8145878,2019089
AS157318,11,63,8145898,2019093
AS157319,12,44,8145918,2019097
AS157320,12,58,8145938,2019101
AS157321,5,53,8145958,2019105
AS157322,7,43,8145978,2019109
AS157323,10,56,8145998,2019113
AS157324,9,58,8146018,2019117
AS157325,14,59,8146038,2019121
AS157326,7,43,8146058,2019125
AS157327,12,49,8146078,2019129
AS157328,14,54,8146098,2019133
AS157329,8,63,8146118,2019137
AS157330,11,49,8146138,2019141
AS157331,5,63,8146158,2019145
AS157332,13,50,8146178,2019149
AS157333,6,58,8146198,2019153
AS157334,14,44,8146218,2019157
AS157335,11,70,8146238,2019161
AS157336,9,56,8146258,2019165
AS157337,6,44,8146278,2019169
AS157338,9,46,8146298,2019173
AS157339,12,49,8146318,2019177
AS157340,7,65,8146338,2019181
AS157341,7,47,8146358,2019185
AS157342,9,64,8146378,2019189
AS157343,11,63,8146398,2019193
AS157344,12,64,8146418,2019197
AS157345,5,43,8146438,2019201
AS157346,12,57,8146458,2019205
AS157347,9,43,8146478,2019209
AS157348,10,41,8146498,2019213
AS157349,9,67,8146518,2019217
AS157350,7,60,8146538,2019221
AS157351,8,53,8146558,2019225
AS157352,11,69,8146578,2019229
AS157353,12,52,8146598,2019233
AS157354,5,43,8146618,2019237
AS157355,14,54,8146638,2019241
AS157356,6,47,8146658,2019245
AS157357,6,40,8146678,2019249
AS157358,14,49,8146698,2019253
AS157359,7,56,8146718,2019257
AS157360,9,58,8146738,2019261
AS157361,12,43,8146758,2019265
AS157362,7,41,8146778,2019269
AS157363,11,65,8146798,2019273
AS157364,12,58,8146818,2019277
AS157365,6,61,8146838,2019281
AS157366,14,69,8146858,2019285
AS157367,8,63,8146878,2019289
AS157368,13,59,8146898,2019293
AS157369,14,59,8146918,2019297
AS157370,12,61,8146938,2019301
AS157371,9,66,8146958,2019305
AS157372,10,47,8146978,2019309
AS157373,12,61,8146998,2019313
AS157374,8,45,8147018,2019317
AS157375,9,58,8147038,2019321
AS157376,13,46,8147058,2019325
AS157377,7,64,8147078,2019329
AS157378,9,61,8147098,2019333
AS157379,13,68,8147118,2019337
AS157380,9,63,8147138,2019341
AS157381,5,62,8147158,2019345
AS157382,13,53,8147178,2019349
AS157383,10,58,8147198,2019353
AS157384,6,49,8147218,2019357
AS157385,8,62,8147238,2019361
AS157386,6,41,8147258,2019365
AS157387,14,58,8147278,2019369
AS157388,9,46,8147298,2019373
AS157389,14,55,8147318,2019377
AS157390,11,46,8147338,2019381
AS157391,8,61,8147358,2019385
AS157392,7,69,8147378,2019389
AS157393,5,50,8147398,2019393
AS157394,10,66,8147418,2019397
AS157395,12,47,8147438,2019401
AS157396,8,51,8147458,2019405
AS157397,6,47,8147478,2019409
AS157398,11,57,8147498,2019413
AS157399,10,45,8147518,2019417
AS157400,6,49,8147538,2019421
AS157401,5,62,8147558,2019425
AS157402,10,40,8147578,2019429
AS157403,9,51,8147598,2019433
AS157404,14,52,8147618,2019437
AS157405,10,70,8147638,2019441
AS157406,13,61,8147658,2019445
AS157407,9,60,8147678,2019449
AS157408,14,46,8147698,2019453
AS157409,9,42,8147718,2019457
AS157410,8,40,8147738,2019461
AS157411,8,65,8147758,2019465
AS157412,13,53,8147778,2019469
AS157413,6,46,8147798,2019473
AS157414,13,54,8147818,2019477
AS157415,6,40,8147838,2019481
AS157416,14,63,8147858,2019485
AS157417,13,41,8147878,2019489
AS157418,12,68,8147898,2019493
AS157419,14,46,8147918,2019497
AS157420,6,51,8147938,2019501
AS157421,10,54,8147958,2019505
AS157422,11,51,8147978,2019509
AS157423,11,56,8147998,2019513
AS157424,14,65,8148018,2019517
AS157425,7,64,8148038,2019521
AS157426,8,42,8148058,2019525
AS157427,12,56,8148078,2019529
AS157428,9,64,8148098,2019533
AS157429,10,50,8148118,2019537
AS157430,6,43,8148138,2019541
AS157431,7,50,8148158,2019545
AS157432,9,58,8148178,2019549
AS157433,5,45,8148198,2019553
AS157434,6,64,8148218,2019557
AS157435,5,69,8148238,2019561
AS157436,10,62,8148258,2019565
AS157437,13,41,8148278,2019569
AS157438,11,46,8148298,2019573
AS157439,11,65,8148318,2019577
AS157440,14,50,8148338,2019581
AS157441,10,53,8148358,2019585
AS157442,9,62,8148378,2019589
AS157443,14,60,8148398,2019593
AS157444,11,56,8148418,2019597
AS157445,5,65,8148438,2019601
AS157446,9,43,8148458,2019605
AS157447,8,69,8148478,2019609
AS157448,6,53,8148498,2019613
AS157449,11,68,8148518,2019617
AS157450,5,49,8148538,2019621
AS157451,9,46,8148558,2019625
AS157452,7,69,8148578,2019629
AS157453,5,67,8148598,2019633
AS157454,5,56,8148618,2019637
AS157455,7,53,8148638,2019641
AS157456,8,49,8148658,2019645
AS157457,7,62,8148678,2019649
AS157458,12,68,8148698,2019653
AS157459,8,53,8148718,2019657
AS157460,6,51,8148738,2019661
AS157461,14,42,8148758,2019665
AS157462,9,60,8148778,2019669
AS157463,8,48,8148798,2019673
AS157464,12,51,8148818,2019677
AS157465,12,48,8148838,2019681
AS157466,10,49,8148858,2019685
AS157467,12,47,8148878,2019689
AS157468,7,70,8148898,2019693
AS157469,8,58,8148918,2019697
AS157470,9,40,8148938,2019701
AS157471,11,42,8148958,2019705
AS157472,9,40,8148978,2019709
AS157473,11,44,8148998,2019713
AS157474,8,57,8149018,2019717
AS157475,12,70,8149038,2019721
AS157476,6,57,8149058,2019725
AS157477,10,52,8149078,2019729
AS157478,13,48,8149098,2019733
AS157479,7,48,8149118,2019737
AS157480,14,47,8149138,2019741
AS157481,9,40,8149158,2019745
AS157482,14,48,8149178,2019749
AS157483,8,57,8149198,2019753
AS157484,13,48,8149218,2019757
AS157485,7,48,8149238,2019761
AS157486,7,56,8149258,2019765
AS157487,9,60,8149278,2019769
AS157488,14,58,8149298,2019773
AS157489,10,65,8149318,2019777
AS157490,8,42,8149338,2019781
AS157491,6,54,8149358,2019785
AS157492,11,63,8149378,2019789
AS157493,9,41,8149398,2019793
AS157494,7,48,8149418,2019797
AS157495,9,47,8149438,2019801
AS157496,9,66,8149458,2019805
AS157497,7,41,8149478,2019809
AS157498,11,58,8149498,2019813
AS157499,9,50,8149518,2019817
