cartNumber,created,AccountNumber
279295,2019-09-29,10052869
279300,2019-03-09,10052870
279305,2019-10-19,10052871
279310,2019-03-10,10052872
279315,2019-04-14,10052873
279320,2019-09-12,10052874
279325,2019-02-16,10052875
279330,2019-07-06,10052876
279335,2019-11-13,10052877
279340,2019-04-01,10052878
279345,2019-07-04,10052879
279350,2019-07-25,10052880
279355,2019-01-02,10052881
279360,2019-02-19,10052882
279365,2019-11-22,10052883
279370,2019-05-17,10052884
279375,2020-01-04,10052885
279380,2019-08-08,10052886
279385,2020-02-09,10052887
279390,2019-04-13,10052888
279395,2020-01-07,10052889
279400,2019-10-11,10052890
279405,2020-01-04,10052891
279410,2019-06-08,10052892
279415,2019-12-06,10052893
279420,2020-01-07,10052894
279425,2019-11-02,10052895
279430,2019-09-21,10052896
279435,2019-10-25,10052897
279440,2019-01-02,10052898
279445,2019-07-16,10052899
279450,2019-02-03,10052900
279455,2019-01-19,10052901
279460,2019-07-30,10052902
279465,2019-10-26,10052903
279470,2019-07-08,10052904
279475,2019-09-20,10052905
279480,2019-10-30,10052906
279485,2019-07-30,10052907
279490,2019-12-08,10052908
279495,2019-05-11,10052909
279500,2019-06-10,10052910
279505,2019-05-24,10052911
279510,2019-04-01,10052912
279515,2019-08-27,10052913
279520,2019-10-27,10052914
279525,2019-01-17,10052915
279530,2019-02-16,10052916
279535,2020-01-19,10052917
279540,2019-08-20,10052918
279545,2019-01-21,10052919
279550,2019-01-02,10052920
279555,2019-11-04,10052921
279560,2019-08-10,10052922
279565,2019-09-10,10052923
279570,2019-08-28,10052924
279575,2019-11-13,10052925
279580,2020-01-02,10052926
279585,2019-02-17,10052927
279590,2019-09-21,10052928
279595,2019-09-24,10052929
279600,2020-01-14,10052930
279605,2019-05-06,10052931
279610,2019-01-17,10052932
279615,2019-05-28,10052933
279620,2019-01-09,10052934
279625,2019-09-18,10052935
279630,2019-11-22,10052936
279635,2019-09-14,10052937
279640,2019-02-12,10052938
279645,2019-06-10,10052939
279650,2020-01-22,10052940
279655,2019-06-08,10052941
279660,2019-04-10,10052942
279665,2019-07-11,10052943
279670,2019-03-14,10052944
279675,2019-07-02,10052945
279680,2019-03-08,10052946
279685,2019-12-15,10052947
279690,2019-08-09,10052948
279695,2019-01-19,10052949
279700,2019-07-18,10052950
279705,2019-11-25,10052951
279710,2019-11-24,10052952
279715,2019-09-26,10052953
279720,2019-12-01,10052954
279725,2019-03-29,10052955
279730,2019-09-17,10052956
279735,2019-02-21,10052957
279740,2019-07-31,10052958
279745,2019-01-27,10052959
279750,2019-03-24,10052960
279755,2019-07-05,10052961
279760,2019-06-20,10052962
279765,2019-02-10,10052963
279770,2019-09-30,10052964
279775,2019-02-09,10052965
279780,2019-12-24,10052966
279785,2019-05-20,10052967
279790,2019-05-22,10052968
279795,2019-09-30,10052969
279800,2019-12-23,10052970
279805,2019-05-18,10052971
279810,2019-09-19,10052972
279815,2019-04-02,10052973
279820,2019-07-01,10052974
279825,2020-02-11,10052975
279830,2019-04-28,10052976
279835,2019-12-07,10052977
279840,2019-10-27,10052978
279845,2019-07-27,10052979
279850,2019-12-03,10052980
279855,2019-08-08,10052981
279860,2019-12-31,10052982
279865,2019-01-03,10052983
279870,2019-06-24,10052984
279875,2019-04-13,10052985
279880,2019-06-17,10052986
279885,2019-06-06,10052987
279890,2019-12-11,10052988
279895,2019-06-23,10052989
279900,2019-07-21,10052990
279905,2020-02-13,10052991
279910,2019-01-23,10052992
279915,2019-11-07,10052993
279920,2019-10-27,10052994
279925,2019-03-28,10052995
279930,2019-07-17,10052996
279935,2019-09-18,10052997
279940,2019-09-18,10052998
279945,2019-07-30,10052999
279950,2019-08-04,10053000
279955,2020-02-05,10053001
279960,2019-04-14,10053002
279965,2019-12-19,10053003
279970,2020-02-04,10053004
279975,2019-07-29,10053005
279980,2019-04-06,10053006
279985,2019-10-23,10053007
279990,2019-05-08,10053008
279995,2019-06-18,10053009
280000,2019-02-20,10053010
280005,2019-01-11,10053011
280010,2019-09-17,10053012
280015,2020-02-14,10053013
280020,2019-09-10,10053014
280025,2019-01-25,10053015
280030,2019-09-06,10053016
280035,2019-02-10,10053017
280040,2019-12-18,10053018
280045,2019-08-07,10053019
280050,2019-05-23,10053020
280055,2019-04-23,10053021
280060,2019-05-30,10053022
280065,2020-01-10,10053023
280070,2019-11-03,10053024
280075,2019-07-31,10053025
280080,2019-08-06,10053026
280085,2019-02-22,10053027
280090,2019-05-28,10053028
280095,2020-01-04,10053029
280100,2019-06-03,10053030
280105,2019-07-25,10053031
280110,2019-05-27,10053032
280115,2019-08-22,10053033
280120,2019-03-02,10053034
280125,2019-06-07,10053035
280130,2019-01-21,10053036
280135,2019-11-06,10053037
280140,2019-04-21,10053038
280145,2019-01-21,10053039
280150,2019-06-15,10053040
280155,2019-07-07,10053041
280160,2019-08-13,10053042
280165,2019-10-26,10053043
280170,2020-01-12,10053044
280175,2019-02-17,10053045
280180,2019-09-13,10053046
280185,2019-04-25,10053047
280190,2019-12-23,10053048
280195,2019-06-13,10053049
280200,2019-02-25,10053050
280205,2019-11-04,10053051
280210,2019-09-03,10053052
280215,2019-02-10,10053053
280220,2020-01-29,10053054
280225,2019-05-02,10053055
280230,2019-12-06,10053056
280235,2019-02-12,10053057
280240,2019-10-05,10053058
280245,2019-10-11,10053059
280250,2019-10-05,10053060
280255,2019-09-12,10053061
280260,2019-08-13,10053062
280265,2019-10-31,10053063
280270,2020-02-03,10053064
280275,2020-01-30,10053065
280280,2019-09-02,10053066
280285,2019-02-24,10053067
280290,2020-01-14,10053068
280295,2019-08-17,10053069
280300,2019-08-05,10053070
280305,2019-10-19,10053071
280310,2020-01-27,10053072
280315,2019-11-12,10053073
280320,2019-01-02,10053074
280325,2019-07-01,10053075
280330,2019-03-03,10053076
280335,2020-02-05,10053077
280340,2019-07-17,10053078
280345,2019-02-09,10053079
280350,2019-12-06,10053080
280355,2019-11-26,10053081
280360,2019-01-26,10053082
280365,2019-01-19,10053083
280370,2019-06-14,10053084
280375,2020-01-18,10053085
280380,2019-05-02,10053086
280385,2019-01-19,10053087
280390,2019-08-24,10053088
280395,2019-03-25,10053089
280400,2019-03-29,10053090
280405,2020-01-23,10053091
280410,2019-12-05,10053092
280415,2019-07-13,10053093
280420,2019-09-03,10053094
280425,2019-07-28,10053095
280430,2019-01-23,10053096
280435,2020-01-18,10053097
280440,2020-02-03,10053098
280445,2019-10-21,10053099
280450,2019-02-13,10053100
280455,2019-08-15,10053101
280460,2019-12-27,10053102
280465,2019-11-02,10053103
280470,2019-04-27,10053104
280475,2020-01-28,10053105
280480,2019-10-08,10053106
280485,2019-08-13,10053107
280490,2019-05-03,10053108
280495,2019-08-19,10053109
280500,2019-03-24,10053110
280505,2019-03-21,10053111
280510,2019-04-27,10053112
280515,2020-01-23,10053113
280520,2019-07-17,10053114
280525,2019-07-16,10053115
280530,2019-12-09,10053116
280535,2019-08-10,10053117
280540,2019-12-01,10053118
280545,2019-07-20,10053119
280550,2019-10-04,10053120
280555,2019-07-19,10053121
280560,2019-03-30,10053122
280565,2019-05-24,10053123
280570,2019-01-25,10053124
280575,2019-01-10,10053125
280580,2019-04-16,10053126
280585,2019-02-27,10053127
280590,2019-09-03,10053128
280595,2019-11-30,10053129
280600,2019-04-30,10053130
280605,2019-11-07,10053131
280610,2019-06-30,10053132
280615,2019-07-30,10053133
280620,2019-12-17,10053134
280625,2020-02-12,10053135
280630,2019-10-02,10053136
280635,2019-01-04,10053137
280640,2020-01-19,10053138
280645,2019-06-04,10053139
280650,2019-01-29,10053140
280655,2019-11-15,10053141
280660,2019-12-20,10053142
280665,2019-03-20,10053143
280670,2019-12-19,10053144
280675,2019-09-15,10053145
280680,2020-02-01,10053146
280685,2019-07-05,10053147
280690,2019-04-10,10053148
280695,2019-06-26,10053149
280700,2019-08-30,10053150
280705,2019-05-18,10053151
280710,2019-10-21,10053152
280715,2019-08-12,10053153
280720,2020-01-16,10053154
280725,2020-02-02,10053155
280730,2019-05-26,10053156
280735,2019-12-16,10053157
280740,2019-05-29,10053158
280745,2019-10-07,10053159
280750,2020-01-09,10053160
280755,2019-04-21,10053161
280760,2019-04-30,10053162
280765,2019-02-06,10053163
280770,2019-07-08,10053164
280775,2019-03-25,10053165
280780,2019-07-14,10053166
280785,2019-10-25,10053167
280790,2019-08-09,10053168
280795,2019-07-03,10053169
280800,2019-03-17,10053170
280805,2019-07-10,10053171
280810,2019-07-31,10053172
280815,2019-01-04,10053173
280820,2019-10-05,10053174
280825,2019-10-31,10053175
280830,2019-02-19,10053176
280835,2020-01-29,10053177
280840,2019-02-17,10053178
280845,2020-01-27,10053179
280850,2019-01-28,10053180
280855,2019-12-02,10053181
280860,2019-09-21,10053182
280865,2019-03-31,10053183
280870,2019-10-25,10053184
280875,2019-08-28,10053185
280880,2020-02-09,10053186
280885,2019-06-27,10053187
280890,2020-01-06,10053188
280895,2019-08-11,10053189
280900,2020-02-02,10053190
280905,2019-05-11,10053191
280910,2019-02-03,10053192
280915,2019-11-06,10053193
280920,2019-11-26,10053194
280925,2019-10-12,10053195
280930,2019-09-21,10053196
280935,2019-11-11,10053197
280940,2019-04-26,10053198
280945,2019-01-17,10053199
280950,2019-05-21,10053200
280955,2020-02-11,10053201
280960,2019-05-15,10053202
280965,2019-11-02,10053203
280970,2019-10-06,10053204
280975,2019-12-06,10053205
280980,2019-09-21,10053206
280985,2019-05-20,10053207
280990,2019-11-02,10053208
280995,2019-11-06,10053209
281000,2019-02-25,10053210
281005,2019-08-07,10053211
281010,2019-09-18,10053212
281015,2019-06-11,10053213
281020,2019-10-27,10053214
281025,2019-05-14,10053215
281030,2019-07-24,10053216
281035,2020-01-08,10053217
281040,2019-05-26,10053218
281045,2019-04-11,10053219
281050,2019-08-31,10053220
281055,2019-02-01,10053221
281060,2019-07-07,10053222
281065,2019-04-29,10053223
281070,2019-03-06,10053224
281075,2019-06-25,10053225
281080,2019-10-09,10053226
281085,2019-11-26,10053227
281090,2019-03-30,10053228
281095,2020-02-09,10053229
281100,2019-08-26,10053230
281105,2019-05-11,10053231
281110,2019-08-28,10053232
281115,2019-08-19,10053233
281120,2019-10-20,10053234
281125,2019-02-26,10053235
281130,2019-12-20,10053236
281135,2019-11-20,10053237
281140,2019-03-05,10053238
281145,2019-10-12,10053239
281150,2019-04-14,10053240
281155,2019-12-18,10053241
281160,2019-01-10,10053242
281165,2019-10-22,10053243
281170,2019-08-22,10053244
281175,2019-11-08,10053245
281180,2019-11-26,10053246
281185,2019-03-01,10053247
281190,2019-08-04,10053248
281195,2019-11-24,10053249
281200,2019-12-02,10053250
281205,2019-04-10,10053251
281210,2019-12-03,10053252
281215,2019-01-24,10053253
281220,2019-02-14,10053254
281225,2019-01-10,10053255
281230,2019-07-31,10053256
281235,2019-12-21,10053257
281240,2019-06-27,10053258
281245,2019-02-10,10053259
281250,2019-06-10,10053260
281255,2019-07-15,10053261
281260,2019-02-19,10053262
281265,2019-11-02,10053263
281270,2019-10-14,10053264
281275,2019-12-29,10053265
281280,2019-09-19,10053266
281285,2019-12-13,10053267
281290,2019-06-01,10053268
281295,2019-08-14,10053269
281300,2019-01-23,10053270
281305,2019-08-08,10053271
281310,2019-01-04,10053272
281315,2019-02-10,10053273
281320,2019-04-23,10053274
281325,2020-01-29,10053275
281330,2019-05-30,10053276
281335,2019-03-18,10053277
281340,2019-11-21,10053278
281345,2019-12-23,10053279
281350,2019-12-06,10053280
281355,2019-09-25,10053281
281360,2019-09-15,10053282
281365,2019-01-29,10053283
281370,2019-03-28,10053284
281375,2019-10-04,10053285
281380,2019-10-09,10053286
281385,2019-02-24,10053287
281390,2019-05-15,10053288
281395,2019-04-01,10053289
281400,2019-11-03,10053290
281405,2019-05-31,10053291
281410,2019-07-27,10053292
281415,2019-06-03,10053293
281420,2020-01-11,10053294
281425,2019-11-10,10053295
281430,2019-12-15,10053296
281435,2019-02-11,10053297
281440,2019-12-01,10053298
281445,2019-01-12,10053299
281450,2019-01-19,10053300
281455,2019-11-25,10053301
281460,2019-02-14,10053302
281465,2019-04-02,10053303
281470,2019-12-04,10053304
281475,2019-12-01,10053305
281480,2019-01-03,10053306
281485,2019-03-17,10053307
281490,2019-02-21,10053308
281495,2020-01-08,10053309
281500,2019-02-21,10053310
281505,2019-07-18,10053311
281510,2019-06-16,10053312
281515,2020-01-12,10053313
281520,2019-09-22,10053314
281525,2019-08-13,10053315
281530,2020-01-05,10053316
281535,2019-03-14,10053317
281540,2019-07-03,10053318
281545,2019-01-22,10053319
281550,2019-02-24,10053320
281555,2019-02-08,10053321
281560,2020-01-06,10053322
281565,2019-08-05,10053323
281570,2019-05-15,10053324
281575,2019-06-28,10053325
281580,2019-05-04,10053326
281585,2019-06-06,10053327
281590,2019-10-13,10053328
281595,2019-03-28,10053329
281600,2019-06-09,10053330
281605,2019-05-24,10053331
281610,2019-05-03,10053332
281615,2019-01-30,10053333
281620,2020-01-29,10053334
281625,2020-01-21,10053335
281630,2019-06-13,10053336
281635,2019-07-11,10053337
281640,2020-01-29,10053338
281645,2019-05-31,10053339
281650,2020-01-16,10053340
281655,2019-04-17,10053341
281660,2019-01-21,10053342
281665,2019-05-18,10053343
281670,2019-01-21,10053344
281675,2019-12-22,10053345
281680,2020-01-12,10053346
281685,2019-05-11,10053347
281690,2019-07-16,10053348
281695,2020-01-19,10053349
281700,2019-02-06,10053350
281705,2020-01-21,10053351
281710,2019-04-07,10053352
281715,2019-09-21,10053353
281720,2019-06-08,10053354
281725,2019-09-20,10053355
281730,2019-02-12,10053356
281735,2019-09-02,10053357
281740,2019-05-27,10053358
281745,2019-07-07,10053359
281750,2020-01-18,10053360
281755,2019-05-05,10053361
281760,2019-03-09,10053362
281765,2019-12-26,10053363
281770,2019-12-01,10053364
281775,2019-01-11,10053365
281780,2019-01-13,10053366
281785,2019-05-29,10053367
281790,2019-11-20,10053368
281795,2019-05-07,10053369
281800,2019-12-18,10053370
281805,2019-06-09,10053371
281810,2019-10-18,10053372
281815,2019-09-02,10053373
281820,2019-07-22,10053374
281825,2019-12-18,10053375
281830,2019-04-20,10053376
281835,2019-03-09,10053377
281840,2019-12-29,10053378
281845,2019-03-28,10053379
281850,2019-03-28,10053380
281855,2019-05-06,10053381
281860,2019-07-27,10053382
281865,2019-02-02,10053383
281870,2019-09-19,10053384
281875,2019-04-04,10053385
281880,2019-11-22,10053386
281885,2019-01-15,10053387
281890,2019-05-22,10053388
281895,2019-03-23,10053389
281900,2019-12-05,10053390
281905,2019-10-20,10053391
281910,2019-07-30,10053392
281915,2019-01-29,10053393
281920,2019-11-18,10053394
281925,2019-06-27,10053395
281930,2019-12-20,10053396
281935,2019-08-02,10053397
281940,2020-01-24,10053398
281945,2019-07-17,10053399
281950,2019-07-22,10053400
281955,2019-09-25,10053401
281960,2019-06-03,10053402
281965,2019-07-01,10053403
281970,2020-01-06,10053404
281975,2019-01-10,10053405
281980,2019-06-01,10053406
281985,2019-10-14,10053407
281990,2019-12-09,10053408
281995,2019-07-04,10053409
282000,2019-10-13,10053410
282005,2019-06-17,10053411
282010,2019-10-20,10053412
282015,2019-09-26,10053413
282020,2019-08-31,10053414
282025,2019-11-23,10053415
282030,2019-08-12,10053416
282035,2019-09-09,10053417
282040,2020-01-17,10053418
282045,2019-07-23,10053419
282050,2019-08-13,10053420
282055,2019-03-12,10053421
282060,2019-08-31,10053422
282065,2019-04-29,10053423
282070,2019-01-30,10053424
282075,2019-05-11,10053425
282080,2019-10-09,10053426
282085,2019-09-17,10053427
282090,2019-03-26,10053428
282095,2019-11-21,10053429
282100,2019-04-24,10053430
282105,2019-11-07,10053431
282110,2019-11-26,10053432
282115,2019-03-08,10053433
282120,2019-11-27,10053434
282125,2019-01-06,10053435
282130,2019-07-23,10053436
282135,2020-01-23,10053437
282140,2019-04-17,10053438
282145,2019-12-09,10053439
282150,2019-05-28,10053440
282155,2019-03-21,10053441
282160,2019-07-26,10053442
282165,2019-09-22,10053443
282170,2019-01-18,10053444
282175,2019-01-27,10053445
282180,2019-01-08,10053446
282185,2019-08-17,10053447
282190,2019-05-15,10053448
282195,2019-12-14,10053449
282200,2019-04-22,10053450
282205,2019-10-14,10053451
282210,2019-03-06,10053452
282215,2019-09-19,10053453
282220,2019-04-24,10053454
282225,2019-12-06,10053455
282230,2019-09-29,10053456
282235,2019-01-02,10053457
282240,2020-01-02,10053458
282245,2019-06-29,10053459
282250,2019-03-28,10053460
282255,2019-09-11,10053461
282260,2019-04-28,10053462
282265,2020-01-28,10053463
282270,2019-04-30,10053464
282275,2019-01-02,10053465
282280,2019-07-29,10053466
282285,2019-07-09,10053467
282290,2019-02-14,10053468
282295,2019-10-15,10053469
282300,2019-07-06,10053470
282305,2019-04-26,10053471
282310,2019-01-29,10053472
282315,2019-02-28,10053473
282320,2019-09-30,10053474
282325,2019-07-15,10053475
282330,2019-03-06,10053476
282335,2019-05-23,10053477
282340,2020-02-09,10053478
